group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
abstract_small	test_QASMBench_small[deutsch_n2-heavy-hex]	iter_5	0.001800983504739826	0.0017552248047973344	1	1	11	11	8	8
abstract_small	test_QASMBench_small[deutsch_n2-linear]	iter_5	0.0009355050515872321	0.0009030657298266206	1	1	11	11	8	8
abstract_small	test_QASMBench_small[dnn_n2-all-to-all]	iter_5	0.0012007264761740683	0.001156808141540814	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-square]	iter_5	0.0013306398881760277	0.0013434710114766536	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-heavy-hex]	iter_5	0.0021006651714051082	0.001993730979470106	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-linear]	iter_5	0.0012184162038777556	0.0011323274512757872	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n8-all-to-all]	iter_5	0.007084901049507387	0.006830110295635202	64	64	444	444	80	80
abstract_small	test_QASMBench_small[dnn_n8-square]	iter_5	0.004979283618875322	0.004850064228112633	64	64	442	442	80	80
abstract_small	test_QASMBench_small[dnn_n8-heavy-hex]	iter_5	0.007188903813761088	0.007112817520775446	94	94	521	521	112	112
abstract_small	test_QASMBench_small[dnn_n8-linear]	iter_5	0.007974172059189657	0.006903451114125988	109	109	596	596	124	124
abstract_small	test_QASMBench_small[error_correctiond3_n5-all-to-all]	iter_5	0.0036832127620965356	0.003624698697504672	35	35	116	116	102	102
abstract_small	test_QASMBench_small[error_correctiond3_n5-square]	iter_5	0.005163176223001582	0.00513719598621286	38	38	133	133	98	98
abstract_small	test_QASMBench_small[error_correctiond3_n5-heavy-hex]	iter_5	0.005330222680471664	0.0052491163834929465	44	44	133	133	110	110
abstract_small	test_QASMBench_small[error_correctiond3_n5-linear]	iter_5	0.004876922273156631	0.004858657534192935	53	53	153	153	115	115
abstract_small	test_QASMBench_small[fredkin_n3-all-to-all]	iter_5	0.0018238405225541301	0.0018163634149331441	8	8	34	34	25	25
abstract_small	test_QASMBench_small[fredkin_n3-square]	iter_5	0.0034288374043888216	0.0033557201933228607	14	14	49	49	37	37
abstract_small	test_QASMBench_small[fredkin_n3-heavy-hex]	iter_5	0.005071824856148744	0.004175583508854009	14	14	58	58	47	47
abstract_small	test_QASMBench_small[fredkin_n3-linear]	iter_5	0.003294525546548159	0.0032670174038758244	14	14	53	53	42	42
abstract_small	test_QASMBench_small[grover_n2-all-to-all]	iter_5	0.001035085492032139	0.0010793024589267947	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-square]	iter_5	0.0011763391731898754	0.001236127179678037	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-heavy-hex]	iter_5	0.0019389446999275712	0.0019412611881828206	2	2	14	14	9	9
abstract_small	test_QASMBench_small[grover_n2-linear]	iter_5	0.0010978187520205565	0.0010670171029626685	2	2	12	12	10	10
abstract_small	test_QASMBench_small[hhl_n7-all-to-all]	iter_5	0.010001206115543186	0.009012345099248566	92	92	397	397	323	323
abstract_small	test_QASMBench_small[hhl_n7-square]	iter_5	0.009113417755739362	0.008058398791135998	138	138	532	532	403	403
abstract_small	test_QASMBench_small[hhl_n7-heavy-hex]	iter_5	0.009777196961426243	0.008538481688736815	196	196	692	692	478	478
abstract_small	test_QASMBench_small[hhl_n7-linear]	iter_5	0.009629865773022175	0.00841895413694081	240	240	801	801	534	534
abstract_small	test_QASMBench_small[hs4_n4-all-to-all]	iter_5	0.0015961282107786372	0.0015859426888405468	4	4	28	28	11	11
abstract_small	test_QASMBench_small[hs4_n4-square]	iter_5	0.0016812010164169	0.001552261916269108	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-heavy-hex]	iter_5	0.002411385033636877	0.0023750410273827185	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-linear]	iter_5	0.0015073253063263594	0.001528391931041152	4	4	26	26	10	10
abstract_small	test_QASMBench_small[inverseqft_n4-all-to-all]	iter_5	0.00352748680555403	0.003461067419266328	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-square]	iter_5	0.003570385302273219	0.0035142757710945084	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-heavy-hex]	iter_5	0.004394586070030221	0.004339194069156831	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-linear]	iter_5	0.003562165028068112	0.0035373067745351067	0	0	35	35	22	22
abstract_small	test_QASMBench_small[ipea_n2-all-to-all]	iter_5	0.021479046466399213	0.02025841061025858	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ipea_n2-square]	iter_5	0.020761449437807587	0.02126918505040967	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-heavy-hex]	iter_5	0.021604479998350145	0.021503644596253122	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-linear]	iter_5	0.021713058203458785	0.02077948241209497	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ising_n10-all-to-all]	iter_5	0.008180155299412899	0.007888159885381659	90	90	423	423	93	93
abstract_small	test_QASMBench_small[ising_n10-square]	iter_5	0.007874279568392423	0.006824707820803136	90	90	466	466	98	98
abstract_small	test_QASMBench_small[ising_n10-heavy-hex]	iter_5	0.00559754171437281	0.005579026879032672	90	90	445	445	94	94
abstract_small	test_QASMBench_small[ising_n10-linear]	iter_5	0.0061140093335344745	0.005164490544486567	90	90	462	462	98	98
abstract_small	test_QASMBench_small[iswap_n2-all-to-all]	iter_5	0.0010596770139056303	0.0010312453659761483	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-square]	iter_5	0.0011982174565059107	0.0012892918297793808	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-heavy-hex]	iter_5	0.001931304074141013	0.0018730131001566267	2	2	14	14	10	10
abstract_small	test_QASMBench_small[iswap_n2-linear]	iter_5	0.0010523569133542524	0.0011011589982896854	2	2	13	13	9	9
abstract_small	test_QASMBench_small[linearsolver_n3-all-to-all]	iter_5	0.0015726524213106215	0.0015958320981306238	4	4	27	27	16	16
abstract_small	test_QASMBench_small[linearsolver_n3-square]	iter_5	0.001615283518194526	0.0015589869936983847	4	4	29	29	18	18
abstract_small	test_QASMBench_small[linearsolver_n3-heavy-hex]	iter_5	0.00238541624347126	0.00228808169544056	4	4	27	27	17	17
abstract_small	test_QASMBench_small[linearsolver_n3-linear]	iter_5	0.0015662074604183185	0.0014918885636525075	4	4	27	27	16	16
abstract_small	test_QASMBench_small[lpn_n5-all-to-all]	iter_5	0.001413114186187711	0.0013604806168960072	2	2	18	18	8	8
abstract_small	test_QASMBench_small[lpn_n5-square]	iter_5	0.0015832476448594478	0.0015690942392658793	2	2	19	19	11	11
abstract_small	test_QASMBench_small[lpn_n5-heavy-hex]	iter_5	0.002063751814895356	0.002013369571568087	2	2	18	18	8	8
abstract_small	test_QASMBench_small[lpn_n5-linear]	iter_5	0.0014135229789855464	0.001328645513732304	2	2	18	18	8	8
abstract_small	test_QASMBench_small[pea_n5-all-to-all]	iter_5	0.016282646771287546	0.015328080195820692	17	17	86	86	57	57
abstract_small	test_QASMBench_small[pea_n5-square]	iter_5	0.019194059041247033	0.017380134675835	26	26	101	101	85	85
abstract_small	test_QASMBench_small[pea_n5-heavy-hex]	iter_5	0.01924730792503666	0.018946005685026187	29	29	114	114	96	96
abstract_small	test_QASMBench_small[pea_n5-linear]	iter_5	0.01802244203697358	0.01707372988664335	29	29	121	121	96	96
abstract_small	test_QASMBench_small[qaoa_n3-all-to-all]	iter_5	0.001566396084661684	0.0015376408850978204	6	6	29	29	27	27
abstract_small	test_QASMBench_small[qaoa_n3-square]	iter_5	0.0029777880407031907	0.0029584290919664464	9	9	35	35	33	33
abstract_small	test_QASMBench_small[qaoa_n3-heavy-hex]	iter_5	0.003731037369640223	0.0036901273082808723	7	7	41	41	34	34
abstract_small	test_QASMBench_small[qaoa_n3-linear]	iter_5	0.002759123131590711	0.0027496076495894654	7	7	40	40	33	33
abstract_small	test_QASMBench_small[qaoa_n6-all-to-all]	iter_5	0.004945929668554404	0.004024617859535644	36	36	223	223	87	87
abstract_small	test_QASMBench_small[qaoa_n6-square]	iter_5	0.006610357368441477	0.005689600076621924	54	54	288	288	176	176
abstract_small	test_QASMBench_small[qaoa_n6-heavy-hex]	iter_5	0.0066847584373850855	0.005739202722907066	60	60	310	310	186	186
abstract_small	test_QASMBench_small[qaoa_n6-linear]	iter_5	0.006469343869101922	0.005607188684788681	72	72	338	338	175	175
abstract_small	test_QASMBench_small[qec_en_n5-all-to-all]	iter_5	0.0026139011634710692	0.001999962243147531	10	10	37	37	23	23
abstract_small	test_QASMBench_small[qec_en_n5-square]	iter_5	0.0024338478475441168	0.0023377603629515286	10	10	47	48	33	33
abstract_small	test_QASMBench_small[qec_en_n5-heavy-hex]	iter_5	0.004086458464227025	0.004086167045731835	13	13	44	44	27	27
abstract_small	test_QASMBench_small[qec_en_n5-linear]	iter_5	0.004594396737714609	0.003906434998561294	18	18	76	76	56	56
abstract_small	test_QASMBench_small[qec_sm_n5-all-to-all]	iter_5	0.003289857971002207	0.0032847542240916484	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-square]	iter_5	0.003713500696694714	0.0037317333991831615	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-heavy-hex]	iter_5	0.004333393166388445	0.004654418064954695	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-linear]	iter_5	0.003520773730885524	0.0035665038647869278	4	4	21	21	14	14
abstract_small	test_QASMBench_small[qft_n4-all-to-all]	iter_5	0.0023762220491285193	0.0023064043512567877	12	12	46	46	37	37
abstract_small	test_QASMBench_small[qft_n4-square]	iter_5	0.004480057852152659	0.0037026529366424843	16	16	62	62	46	46
abstract_small	test_QASMBench_small[qft_n4-heavy-hex]	iter_5	0.0044305771884937135	0.004363048707063381	18	18	67	67	68	68
abstract_small	test_QASMBench_small[qft_n4-linear]	iter_5	0.003961330437431893	0.003937267659542461	19	19	75	75	62	62
abstract_small	test_QASMBench_small[qpe_n9-all-to-all]	iter_5	0.008062689201324247	0.0078977889640898	43	43	219	219	158	158
abstract_small	test_QASMBench_small[qpe_n9-square]	iter_5	0.00742400968586331	0.0065787642636672165	71	71	306	306	235	235
abstract_small	test_QASMBench_small[qpe_n9-heavy-hex]	iter_5	0.00660996152949867	0.00662134728793587	78	78	319	319	240	240
abstract_small	test_QASMBench_small[qpe_n9-linear]	iter_5	0.006449551580921758	0.006541467303859776	90	90	337	337	271	271
abstract_small	test_QASMBench_small[qrng_n4-all-to-all]	iter_5	0.000742647229977276	0.0007129056686581356	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-square]	iter_5	0.0007118236983931342	0.0007187710898861302	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-heavy-hex]	iter_5	0.001239787488864491	0.0011732971959685678	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-linear]	iter_5	0.0007318830150582894	0.0006575234920570725	0	0	16	16	4	4
abstract_small	test_QASMBench_small[quantumwalks_n2-all-to-all]	iter_5	0.0012906121238060798	0.0011943448541564912	3	3	32	32	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-square]	iter_5	0.0013902811390325064	0.0013568931821415701	3	3	32	32	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-heavy-hex]	iter_5	0.002081797026415218	0.002042962140382425	3	3	32	32	21	21
abstract_small	test_QASMBench_small[quantumwalks_n2-linear]	iter_5	0.0012698608626936668	0.0011669320810245676	3	3	32	32	22	22
abstract_small	test_QASMBench_small[sat_n7-all-to-all]	iter_5	0.0066754136766706195	0.00649597270724674	60	60	259	259	182	182
abstract_small	test_QASMBench_small[sat_n7-square]	iter_5	0.006895059601626765	0.006834706480520359	92	92	348	348	276	276
abstract_small	test_QASMBench_small[sat_n7-heavy-hex]	iter_5	0.006819804819921653	0.006826356627551236	99	99	362	362	275	275
abstract_small	test_QASMBench_small[sat_n7-linear]	iter_5	0.006844508780964783	0.006802453213489391	110	110	412	412	293	293
abstract_small	test_QASMBench_small[shor_n5-all-to-all]	iter_5	0.009464049762622877	0.009368444733116606	25	25	132	132	95	95
abstract_small	test_QASMBench_small[shor_n5-square]	iter_5	0.009774059304321299	0.009800018923519884	43	43	160	160	133	133
abstract_small	test_QASMBench_small[shor_n5-heavy-hex]	iter_5	0.0100724951546524	0.010067053599863924	46	46	172	172	154	154
abstract_small	test_QASMBench_small[shor_n5-linear]	iter_5	0.009386810175049196	0.00929838630060355	49	49	190	190	167	167
abstract_small	test_QASMBench_small[simon_n6-all-to-all]	iter_5	0.0037105185233085093	0.0036167647913098334	14	14	84	84	58	58
abstract_small	test_QASMBench_small[simon_n6-square]	iter_5	0.005377351830916843	0.005366969728068019	19	19	102	102	76	76
abstract_small	test_QASMBench_small[simon_n6-heavy-hex]	iter_5	0.005441736872875836	0.0055164253430032145	22	22	123	123	95	95
abstract_small	test_QASMBench_small[simon_n6-linear]	iter_5	0.005056950600540384	0.005040681488545877	22	22	100	100	80	80
abstract_small	test_QASMBench_small[teleportation_n3-all-to-all]	iter_5	0.0013304569333273842	0.001249376701966293	2	2	22	22	11	11
abstract_small	test_QASMBench_small[teleportation_n3-square]	iter_5	0.0013623106109346458	0.0012428187280677991	2	2	18	18	9	9
abstract_small	test_QASMBench_small[teleportation_n3-heavy-hex]	iter_5	0.002009826262345475	0.001948623587103451	2	2	18	18	9	9
abstract_small	test_QASMBench_small[teleportation_n3-linear]	iter_5	0.00132282383608853	0.0012750391825943827	2	2	22	22	10	10
abstract_small	test_QASMBench_small[toffoli_n3-all-to-all]	iter_5	0.0020043127197813203	0.0015815339054525111	6	6	27	27	23	23
abstract_small	test_QASMBench_small[toffoli_n3-square]	iter_5	0.0034325960197395854	0.0029364945366978645	9	9	33	33	29	29
abstract_small	test_QASMBench_small[toffoli_n3-heavy-hex]	iter_5	0.004435473905196266	0.0037161100490225685	7	7	41	41	32	32
abstract_small	test_QASMBench_small[toffoli_n3-linear]	iter_5	0.0031719106936552487	0.0026998784220804367	7	7	36	36	30	30
abstract_small	test_QASMBench_small[variational_n4-all-to-all]	iter_5	0.0019961234063227127	0.0019189643679431683	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-square]	iter_5	0.001960250777528458	0.001877269185261574	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-heavy-hex]	iter_5	0.002785177575577997	0.0026822285553128084	8	8	72	72	32	32
abstract_small	test_QASMBench_small[variational_n4-linear]	iter_5	0.0020265174855896295	0.0018809652228734483	8	8	72	72	32	32
abstract_small	test_QASMBench_small[vqe_n4-all-to-all]	iter_5	0.002314520790560605	0.00230377568397671	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-square]	iter_5	0.002367891146293009	0.002271215571090579	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-heavy-hex]	iter_5	0.0031532657014418253	0.003022985683003468	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_n4-linear]	iter_5	0.002352691356441364	0.002184285914660095	9	9	84	84	33	33
abstract_small	test_QASMBench_small[vqe_uccsd_n4-all-to-all]	iter_5	0.004784873710610928	0.00470630813894483	71	71	219	219	224	224
abstract_small	test_QASMBench_small[vqe_uccsd_n4-square]	iter_5	0.004694714041989903	0.0046589020006720305	71	71	219	219	225	225
abstract_small	test_QASMBench_small[vqe_uccsd_n4-heavy-hex]	iter_5	0.0051201018033904975	0.005147736405110892	71	71	222	222	226	226
abstract_small	test_QASMBench_small[vqe_uccsd_n4-linear]	iter_5	0.004715548124387517	0.004705868205650055	71	71	252	252	231	231
abstract_small	test_QASMBench_small[vqe_uccsd_n6-all-to-all]	iter_5	0.01675511432582872	0.016201441575373923	923	923	2490	2490	2922	2922
abstract_small	test_QASMBench_small[vqe_uccsd_n6-square]	iter_5	0.021667642129022023	0.018610869012773038	947	947	2770	2770	2912	2912
abstract_small	test_QASMBench_small[vqe_uccsd_n6-heavy-hex]	iter_5	0.02197544276714325	0.019165304434650084	987	987	2723	2723	3048	3048
abstract_small	test_QASMBench_small[vqe_uccsd_n6-linear]	iter_5	0.02101892523933202	0.01824805882104017	987	987	2894	2894	3072	3072
abstract_small	test_QASMBench_small[vqe_uccsd_n8-all-to-all]	iter_5	0.0730931901239923	0.060776130645535886	4815	4815	12404	12404	15014	15014
abstract_small	test_QASMBench_small[vqe_uccsd_n8-square]	iter_5	0.08188911201432347	0.06815809264246907	5058	5058	13813	13813	15151	15151
abstract_small	test_QASMBench_small[vqe_uccsd_n8-heavy-hex]	iter_5	0.08444311857844393	0.07082339908395495	5388	5388	14065	14065	16043	16043
abstract_small	test_QASMBench_small[vqe_uccsd_n8-linear]	iter_5	0.08237847530593474	0.06824788091083368	5420	5420	14310	14310	16160	16160
abstract_small	test_QASMBench_small[wstate_n3-all-to-all]	iter_5	0.003706039162352681	0.0032869085828347725	6	6	34	34	28	28
abstract_small	test_QASMBench_small[wstate_n3-square]	iter_5	0.005398621412248097	0.00535277584567666	12	12	53	53	37	37
abstract_small	test_QASMBench_small[wstate_n3-heavy-hex]	iter_5	0.005971171170178997	0.0059639333389126335	10	10	53	53	44	44
abstract_small	test_QASMBench_small[wstate_n3-linear]	iter_5	0.004943848762491028	0.004925903252730466	10	10	41	41	36	36
abstract_medium	test_QASMBench_medium[bigadder_n18-all-to-all]	iter_5	0.013772761703214863	0.01311757547987832	130	130	499	499	318	318
abstract_medium	test_QASMBench_medium[bigadder_n18-square]	iter_5	0.011125142765896661	0.011044132911289731	201	201	731	731	432	432
abstract_medium	test_QASMBench_medium[bigadder_n18-heavy-hex]	iter_5	0.009921046574750254	0.009783669176729435	218	218	769	769	498	498
abstract_medium	test_QASMBench_medium[bigadder_n18-linear]	iter_5	0.009904089527799911	0.009736615595848937	228	228	829	829	584	584
abstract_medium	test_QASMBench_medium[bv_n14-all-to-all]	iter_5	0.005805179615105902	0.0057583734496600095	13	13	107	107	28	28
abstract_medium	test_QASMBench_medium[bv_n14-square]	iter_5	0.005124475490866285	0.005087509494787919	27	27	171	171	75	75
abstract_medium	test_QASMBench_medium[bv_n14-heavy-hex]	iter_5	0.005190192949863112	0.005225606768720412	40	40	179	179	96	96
abstract_medium	test_QASMBench_medium[bv_n14-linear]	iter_5	0.004785910103379226	0.004744373555547498	24	24	220	220	91	91
abstract_medium	test_QASMBench_medium[bv_n19-all-to-all]	iter_5	0.007339647991194142	0.0073002816488345465	18	18	144	144	33	33
abstract_medium	test_QASMBench_medium[bv_n19-square]	iter_5	0.014065913506783545	0.013833236578904408	43	43	244	244	105	105
abstract_medium	test_QASMBench_medium[bv_n19-heavy-hex]	iter_5	0.0056004072968031	0.0055751469089753095	72	72	296	296	163	163
abstract_medium	test_QASMBench_medium[bv_n19-linear]	iter_5	0.005325072009623404	0.00534520780836994	34	34	302	302	118	118
abstract_medium	test_QASMBench_medium[bwt_n21-all-to-all]	iter_5	5.757480952888727	5.739144349470735	169200	169200	658875	658875	428309	428309
abstract_medium	test_QASMBench_medium[bwt_n21-square]	iter_5	8.203730121254921	7.33995058760047	395444	395444	1265957	1265957	755106	755106
abstract_medium	test_QASMBench_medium[bwt_n21-heavy-hex]	iter_5	10.297090377658606	9.69728196784854	527050	527050	1690104	1690104	972598	972598
abstract_medium	test_QASMBench_medium[bwt_n21-linear]	iter_5	13.130728118121624	10.100765347480774	805890	805890	2329558	2329558	1345578	1345578
abstract_medium	test_QASMBench_medium[cat_state_n22-all-to-all]	iter_5	0.010421572445795453	0.009836464394864283	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-square]	iter_5	0.007755231382625718	0.007646718615196585	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-heavy-hex]	iter_5	0.008472252111786451	0.008369346286939538	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cat_state_n22-linear]	iter_5	0.004148537813641098	0.004127566594160297	21	21	131	131	67	67
abstract_medium	test_QASMBench_medium[cc_n12-all-to-all]	iter_5	0.026918898312709272	0.026373577662385427	11	11	77	77	43	43
abstract_medium	test_QASMBench_medium[cc_n12-square]	iter_5	0.03190511517459527	0.032093579473439604	23	23	113	113	78	78
abstract_medium	test_QASMBench_medium[cc_n12-heavy-hex]	iter_5	0.03186646719096285	0.031994287739507854	30	30	135	135	99	99
abstract_medium	test_QASMBench_medium[cc_n12-linear]	iter_5	0.03233803311983744	0.03281778801465407	20	20	135	135	93	93
abstract_medium	test_QASMBench_medium[dnn_n16-all-to-all]	iter_5	0.012305373909423151	0.011858026590198278	128	128	883	883	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-square]	iter_5	0.011159896352436654	0.010833302081176421	128	128	884	884	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-heavy-hex]	iter_5	0.009133105812480256	0.007749210715293884	128	128	882	882	80	80
abstract_medium	test_QASMBench_medium[dnn_n16-linear]	iter_5	0.01146417111158371	0.009895673426597015	233	233	1238	1238	128	128
abstract_medium	test_QASMBench_medium[factor247_n15-all-to-all]	iter_5	7.938406689092517	6.721202673390508	267223	267223	992014	992014	928867	928867
abstract_medium	test_QASMBench_medium[factor247_n15-square]	iter_5	10.885102359578013	9.001554967835546	392552	392552	1434014	1434014	1203239	1203239
abstract_medium	test_QASMBench_medium[factor247_n15-heavy-hex]	iter_5	10.906210543587804	8.94024951942265	392914	392914	1369471	1369471	1195588	1195588
abstract_medium	test_QASMBench_medium[factor247_n15-linear]	iter_5	12.06928626447916	9.785406060516834	422910	422910	1595821	1595821	1248167	1248167
abstract_medium	test_QASMBench_medium[gcm_h6-all-to-all]	iter_5	0.07720111416918891	0.07253033800848893	528	528	2560	2560	2056	2056
abstract_medium	test_QASMBench_medium[gcm_h6-square]	iter_5	0.07549444519515548	0.07173161474721772	771	771	3561	3561	2695	2695
abstract_medium	test_QASMBench_medium[gcm_h6-heavy-hex]	iter_5	0.075390196139259	0.07298654637166432	764	764	3337	3337	2674	2674
abstract_medium	test_QASMBench_medium[gcm_h6-linear]	iter_5	0.07605256659111806	0.0733426348971469	834	834	3583	3583	2754	2754
abstract_medium	test_QASMBench_medium[ghz_state_n23-all-to-all]	iter_5	0.010403181482106448	0.009692292045801878	22	22	137	137	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-square]	iter_5	0.00786845414250186	0.007586621601755421	22	22	137	137	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-heavy-hex]	iter_5	0.008664870085859937	0.008416185731237586	22	22	137	137	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-linear]	iter_5	0.004357393483741809	0.004215442553018602	22	22	137	137	70	70
abstract_medium	test_QASMBench_medium[ising_n26-all-to-all]	iter_5	0.013009675728106821	0.011171452298929746	50	50	282	282	21	21
abstract_medium	test_QASMBench_medium[ising_n26-square]	iter_5	0.01100467626455721	0.009755571671855558	50	50	279	279	21	21
abstract_medium	test_QASMBench_medium[ising_n26-heavy-hex]	iter_5	0.010479948359231155	0.009447799734771252	50	50	285	285	22	22
abstract_medium	test_QASMBench_medium[ising_n26-linear]	iter_5	0.0061809322131531575	0.005217881532652038	50	50	286	286	21	21
abstract_medium	test_QASMBench_medium[knn_n25-all-to-all]	iter_5	0.012197620997374708	0.011761604011597404	84	84	425	425	227	227
abstract_medium	test_QASMBench_medium[knn_n25-square]	iter_5	0.009376984710494677	0.00925692808986814	155	155	536	536	372	372
abstract_medium	test_QASMBench_medium[knn_n25-heavy-hex]	iter_5	0.020027105174958707	0.019656704008287073	209	209	703	703	531	531
abstract_medium	test_QASMBench_medium[knn_n25-linear]	iter_5	0.009283925961846342	0.009133530031962721	134	134	585	585	374	374
abstract_medium	test_QASMBench_medium[multiplier_n15-all-to-all]	iter_5	0.015237002520624435	0.014587423749841177	222	222	827	827	494	494
abstract_medium	test_QASMBench_medium[multiplier_n15-square]	iter_5	0.01251189847691701	0.012172922397716135	390	390	1345	1345	750	750
abstract_medium	test_QASMBench_medium[multiplier_n15-heavy-hex]	iter_5	0.01273008601533042	0.012407333311903012	427	427	1481	1481	840	840
abstract_medium	test_QASMBench_medium[multiplier_n15-linear]	iter_5	0.012772147421185908	0.01252945167598901	482	482	1635	1635	818	818
abstract_medium	test_QASMBench_medium[multiply_n13-all-to-all]	iter_5	0.00980146930299022	0.009364438478065574	40	40	174	174	99	99
abstract_medium	test_QASMBench_medium[multiply_n13-square]	iter_5	0.006574707418462656	0.0064185628879990355	59	59	255	255	139	139
abstract_medium	test_QASMBench_medium[multiply_n13-heavy-hex]	iter_5	0.006688629495019608	0.006622442456127024	79	79	305	305	200	200
abstract_medium	test_QASMBench_medium[multiply_n13-linear]	iter_5	0.006397004137198402	0.006371490378566339	101	101	328	328	205	205
abstract_medium	test_QASMBench_medium[qec9xz_n17-all-to-all]	iter_5	0.008883626089762833	0.008520319005069525	32	32	133	133	28	28
abstract_medium	test_QASMBench_medium[qec9xz_n17-square]	iter_5	0.0068441679534631044	0.0068671980354570806	68	68	241	241	77	77
abstract_medium	test_QASMBench_medium[qec9xz_n17-heavy-hex]	iter_5	0.005900544258544133	0.005873031584863983	100	100	323	323	132	132
abstract_medium	test_QASMBench_medium[qec9xz_n17-linear]	iter_5	0.006180420946731842	0.006200643566747506	133	133	440	440	122	122
abstract_medium	test_QASMBench_medium[qf21_n15-all-to-all]	iter_5	0.012127207416821929	0.01159364824374038	115	115	501	501	386	386
abstract_medium	test_QASMBench_medium[qf21_n15-square]	iter_5	0.008953388868216073	0.008854230466697897	196	196	787	787	582	582
abstract_medium	test_QASMBench_medium[qf21_n15-heavy-hex]	iter_5	0.010688149300153537	0.009279613054934003	227	227	892	892	714	714
abstract_medium	test_QASMBench_medium[qf21_n15-linear]	iter_5	0.010848851811684919	0.009258358239161747	270	270	1045	1045	803	803
abstract_medium	test_QASMBench_medium[qft_n18-all-to-all]	iter_5	0.01957057898535448	0.01796198565174233	294	294	1000	1000	243	243
abstract_medium	test_QASMBench_medium[qft_n18-square]	iter_5	0.016394011769443752	0.014297518286515366	526	526	1810	1810	669	669
abstract_medium	test_QASMBench_medium[qft_n18-heavy-hex]	iter_5	0.016506094616233258	0.014139454529592485	576	576	2073	2073	789	789
abstract_medium	test_QASMBench_medium[qft_n18-linear]	iter_5	0.015491088822720543	0.013443827399448173	501	501	2111	2111	499	499
abstract_medium	test_QASMBench_medium[qram_n20-all-to-all]	iter_5	0.013178935347052364	0.012694486391705435	130	130	541	541	299	299
abstract_medium	test_QASMBench_medium[qram_n20-square]	iter_5	0.011760738420199198	0.010476040362846106	224	224	837	837	438	438
abstract_medium	test_QASMBench_medium[qram_n20-heavy-hex]	iter_5	0.012206058161189923	0.012116718498107634	308	308	990	990	568	568
abstract_medium	test_QASMBench_medium[qram_n20-linear]	iter_5	0.011110742661085997	0.011057506400075827	374	374	1291	1291	705	705
abstract_medium	test_QASMBench_medium[sat_n11-all-to-all]	iter_5	0.012878559705977505	0.012791737018129494	252	252	1037	1037	869	869
abstract_medium	test_QASMBench_medium[sat_n11-square]	iter_5	0.012387939502258558	0.012428362290129849	408	408	1405	1405	1074	1074
abstract_medium	test_QASMBench_medium[sat_n11-heavy-hex]	iter_5	0.012802179902791977	0.012944533661203949	457	457	1526	1526	1205	1205
abstract_medium	test_QASMBench_medium[sat_n11-linear]	iter_5	0.012913294210049667	0.013062716796994209	528	528	1846	1846	1320	1320
abstract_medium	test_QASMBench_medium[seca_n11-all-to-all]	iter_5	0.009402969213468688	0.009285069363457816	80	80	322	322	154	154
