group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
abstract_medium	test_QASMBench_medium[sat_n11-all-to-all]	iter_2	0.012732465662164232	0.012634313395737033	252	252	1037	1037	869	869
abstract_medium	test_QASMBench_medium[sat_n11-square]	iter_2	0.01254907814371917	0.012326354553040705	408	408	1405	1405	1074	1074
abstract_medium	test_QASMBench_medium[sat_n11-heavy-hex]	iter_2	0.01294802942288083	0.012948487655489475	457	457	1526	1526	1205	1205
abstract_medium	test_QASMBench_medium[sat_n11-linear]	iter_2	0.013043658336003622	0.013058373143207538	528	528	1846	1846	1320	1320
abstract_medium	test_QASMBench_medium[seca_n11-all-to-all]	iter_2	0.009442395447651939	0.009216178876330267	80	80	322	322	154	154
abstract_medium	test_QASMBench_medium[seca_n11-square]	iter_2	0.008906378310972027	0.007945244684815406	119	119	447	447	258	258
abstract_medium	test_QASMBench_medium[seca_n11-heavy-hex]	iter_2	0.00788150956415064	0.00785903251171112	124	124	453	453	218	218
abstract_medium	test_QASMBench_medium[seca_n11-linear]	iter_2	0.007837588593485902	0.007912981222034432	130	130	472	472	240	240
abstract_medium	test_QASMBench_medium[square_root_n18-all-to-all]	iter_2	0.027662799347724233	0.026713766623288393	898	898	3549	3549	2607	2607
abstract_medium	test_QASMBench_medium[square_root_n18-square]	iter_2	0.03409652559664743	0.0330170106763641	1925	1925	6343	6343	4173	4173
abstract_medium	test_QASMBench_medium[square_root_n18-heavy-hex]	iter_2	0.03505904092613993	0.03444730391105016	2235	2235	7287	7287	4994	4994
abstract_medium	test_QASMBench_medium[square_root_n18-linear]	iter_2	0.03816492669284344	0.037246580615087795	2699	2699	8734	8734	5814	5814
abstract_medium	test_QASMBench_medium[swap_test_n25-all-to-all]	iter_2	0.012168942778198808	0.01184863540785093	84	84	474	474	229	229
abstract_medium	test_QASMBench_medium[swap_test_n25-square]	iter_2	0.00948127979412675	0.009390393217790474	155	155	584	584	372	372
abstract_medium	test_QASMBench_medium[swap_test_n25-heavy-hex]	iter_2	0.020201601535081864	0.019914000532498546	209	209	753	753	533	533
abstract_medium	test_QASMBench_medium[swap_test_n25-linear]	iter_2	0.009241271522585992	0.009306537841848277	134	134	615	615	376	376
abstract_medium	test_QASMBench_medium[wstate_n27-all-to-all]	iter_2	0.012512962115399632	0.011783628460065818	52	52	335	335	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-square]	iter_2	0.009451613862915794	0.009488094030391601	52	52	330	330	126	126
abstract_medium	test_QASMBench_medium[wstate_n27-heavy-hex]	iter_2	0.009503581624441934	0.009400665634669937	52	52	332	332	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-linear]	iter_2	0.005366074610393861	0.0054357429935457955	52	52	333	333	126	126
abstract_large	test_QASMBench_large[100-all-to-all]	iter_2	0.5488919885829091	0.5164656825363636	14835	14835	94559	94559	1412	1412
