group	name	wall_m	wall_p	g2q_m	g2q_p	gt_m	gt_p	d_m	d_p
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6-all-to-all]	0.012709155224445389	0.011886710255611234	52	52	306	306	215	215
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6-square]	0.010106241833418607	0.009956621211022138	52	52	302	302	218	218
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6-heavy-hex]	0.010448733560348812	0.010270253552690796	52	52	298	298	216	216
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6-linear]	0.007518666500728282	0.007488489600604978	123	123	560	560	290	290
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4-all-to-all]	0.039949897676706314	0.03584122319740278	890	890	3986	3986	2547	2547
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4-square]	0.04114850106028219	0.036430532250691344	1018	1018	4807	4807	3021	3021
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4-heavy-hex]	0.04589778007092801	0.041111399921087116	1010	1010	4852	4852	3011	3011
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4-linear]	0.036251234489360025	0.03155945286606297	1199	1199	5430	5430	3271	3271
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4-all-to-all]	0.0596553605488118	0.05438869260251522	1773	1773	8169	8169	5734	5734
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4-square]	0.06663063366431743	0.05959331233882242	2896	2896	13148	13148	8224	8224
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4-heavy-hex]	0.07576204019670303	0.06478150735298792	3848	3848	16860	16860	9930	9930
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4-linear]	0.08104822741678128	0.06703760400414467	5291	5291	22231	22231	13303	13303
abstract_hamiltonians	test_hamiltonians[ham_reg-5_n-10_rinst-07-all-to-all]	0.08048738195345952	0.07099677013854186	2530	2530	8981	8981	5448	5448
abstract_hamiltonians	test_hamiltonians[ham_reg-5_n-10_rinst-07-square]	0.09463289159942757	0.07856419453254113	5292	5292	22218	22218	10539	10539
abstract_hamiltonians	test_hamiltonians[ham_reg-5_n-10_rinst-07-heavy-hex]	0.09868717510253192	0.08126644002130398	6116	6116	26295	26295	11901	11901
abstract_hamiltonians	test_hamiltonians[ham_reg-5_n-10_rinst-07-linear]	0.09845421947538853	0.07994688187654202	6402	6402	27588	27588	12429	12429
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16-all-to-all]	0.015955622127700235	0.015252182492986321	60	60	572	572	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16-square]	0.009935344049993616	0.00967943598972816	60	60	572	572	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16-heavy-hex]	0.010571296826789254	0.010341455762102766	60	60	572	572	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16-linear]	0.007530021407514167	0.0074058202505111696	60	60	572	572	152	152
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4-all-to-all]	0.0839711142083009	0.07294834258833102	3150	3150	12887	12887	8634	8634
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4-square]	0.0921420156955719	0.07812398657775842	4811	4811	19988	19988	12077	12077
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4-heavy-hex]	0.09562074597924948	0.08117935634576358	5230	5230	21640	21640	13169	13169
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4-linear]	0.10673821028321981	0.08894873037934303	7353	7353	29649	29649	17457	17457
abstract_hamiltonians	test_hamiltonians[ham_0-uuf100-0810.cnf-40-res-all-to-all]	0.026572732646998606	0.023634361796254336	300	300	1349	1349	377	377
abstract_hamiltonians	test_hamiltonians[ham_0-uuf100-0810.cnf-40-res-square]	0.02268839192887147	0.01939097003867993	855	855	3428	3428	959	959
abstract_hamiltonians	test_hamiltonians[ham_0-uuf100-0810.cnf-40-res-heavy-hex]	0.025912685463061698	0.02189902402460575	1277	1277	4968	4968	1363	1363
abstract_hamiltonians	test_hamiltonians[ham_0-uuf100-0810.cnf-40-res-linear]	0.03228606587896744	0.02645776229245322	2352	2352	8766	8766	1797	1797
abstract_hamiltonians	test_hamiltonians[ham_8-uuf100-0509.cnf-40-cc-all-to-all]	0.027431168568295403	0.023987979095961367	346	346	1592	1592	409	409
abstract_hamiltonians	test_hamiltonians[ham_8-uuf100-0509.cnf-40-cc-square]	0.025001748488881648	0.021488872138743707	985	985	4011	4011	1046	1046
abstract_hamiltonians	test_hamiltonians[ham_8-uuf100-0509.cnf-40-cc-heavy-hex]	0.024514538167816836	0.02362184856264364	1420	1420	5464	5464	1271	1271
abstract_hamiltonians	test_hamiltonians[ham_8-uuf100-0509.cnf-40-cc-linear]	0.03748291205348713	0.030188443884253503	3039	3039	11148	11148	2524	2524
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-40_rinst-07-all-to-all]	0.05178426504135132	0.0440293636334979	1602	1602	7721	7721	4123	4123
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-40_rinst-07-square]	0.065479934339722	0.05498177082174354	4177	4177	17508	17508	8713	8713
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-40_rinst-07-heavy-hex]	0.07604881705572972	0.06097994733136147	5948	5948	23715	23715	10611	10611
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-40_rinst-07-linear]	0.10435445625334978	0.0850641496766072	10332	10332	39755	39755	19755	19755
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0396.cnf-46-res-all-to-all]	0.03061680239625275	0.026744094702440338	454	454	2036	2036	581	581
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0396.cnf-46-res-square]	0.02993641280089364	0.02584257908165455	1394	1394	5619	5619	1412	1412
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0396.cnf-46-res-heavy-hex]	0.034762176541754834	0.02923945224646366	2123	2123	8239	8239	1802	1802
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0396.cnf-46-res-linear]	0.049463833682239056	0.03988707080483436	4402	4402	15737	15737	2993	2993
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0601.cnf-46-res-all-to-all]	0.03487254647088462	0.030981790048606468	488	488	2150	2150	536	536
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0601.cnf-46-res-square]	0.031998686492443085	0.027345385092000168	1589	1589	6367	6367	1478	1478
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0601.cnf-46-res-heavy-hex]	0.03763233810397131	0.030442278493534435	2326	2326	8928	8928	1882	1882
abstract_hamiltonians	test_hamiltonians[ham_2-uf100-0601.cnf-46-res-linear]	0.05367381204115717	0.04362401973618114	5023	5023	17702	17702	3329	3329
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4-all-to-all]	0.08335703554061744	0.07629615985430203	2970	2970	12283	12283	8400	8400
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4-square]	0.08578890096396208	0.07334363447236163	4293	4293	18152	18152	11303	11303
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4-heavy-hex]	0.08745331627627213	0.07546314898018654	4366	4366	19110	19110	12032	12032
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4-linear]	0.08280301982393631	0.07066253659625849	4357	4357	18890	18890	12285	12285
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4-all-to-all]	0.06279783823993057	0.056232154783275395	1530	1530	7241	7241	4550	4550
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4-square]	0.059004476513056195	0.05363103463069389	1765	1765	8366	8366	5066	5066
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4-heavy-hex]	0.06014649011194706	0.056153343010105584	1890	1890	8810	8810	5433	5433
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4-linear]	0.05583159811794758	0.048814441839402374	2317	2317	10316	10316	6170	6170
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-lin105_Ncity-7_enc-unary-all-to-all]	0.03493811466313641	0.03284539769013082	588	588	2195	2195	308	308
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-lin105_Ncity-7_enc-unary-square]	0.02958694337443872	0.02518407553434372	1284	1284	5278	5278	1116	1116
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-lin105_Ncity-7_enc-unary-heavy-hex]	0.03392083606412334	0.028079112565943174	1655	1655	6726	6726	1307	1307
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-lin105_Ncity-7_enc-unary-linear]	0.04056727237999439	0.033866311090865305	2653	2653	10806	10806	1431	1431
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-60_rinst-19-all-to-all]	0.1085859078913927	0.09111756070827444	3939	3939	18819	18819	9999	9999
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-60_rinst-19-square]	0.15592640904443605	0.12469966197386384	11674	11674	46930	46930	22088	22088
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-60_rinst-19-heavy-hex]	0.20531910397112368	0.156663963837283	16265	16265	65073	65073	28289	28289
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-60_rinst-19-linear]	0.2637599832378328	0.21838680170476438	28091	28091	105933	105933	48540	48540
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4-all-to-all]	0.24771918542683125	0.22519679702818393	11592	11592	48045	48045	31942	31942
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4-square]	0.3276179116219282	0.28372044023126364	19902	19902	82143	82143	45964	45964
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4-heavy-hex]	0.35248614102602005	0.29598130425438285	21937	21937	92097	92097	52476	52476
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4-linear]	0.40828125675519306	0.3472613102446	31271	31271	124001	124001	68854	68854
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-all-to-all]	0.030824070244475647	0.02932113188911568	120	120	1144	1144	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-square]	0.23136329241096973	0.22977377399802207	120	120	1144	1144	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-heavy-hex]	0.01577507551278799	0.015594141350852119	120	120	1144	1144	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16-linear]	0.011647670283571056	0.011577691108490645	120	120	1144	1144	152	152
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-d198_Ncity-8_enc-unary-all-to-all]	0.04609719790856947	0.04378482367357482	896	896	3473	3473	422	422
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-d198_Ncity-8_enc-unary-square]	0.04167198032761613	0.03593755025288154	1964	1964	8003	8003	1560	1560
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-d198_Ncity-8_enc-unary-heavy-hex]	0.0543826845915694	0.04674649309544336	2323	2323	9963	9963	1644	1644
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-d198_Ncity-8_enc-unary-linear]	0.06569858232978731	0.054097581850854976	4715	4715	19463	19463	2566	2566
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary-all-to-all]	0.2200966201722622	0.20522781908512117	7594	7594	27591	27591	22549	22549
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary-square]	0.294382572794954	0.2472161792218685	15294	15294	63310	63310	38444	38444
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary-heavy-hex]	0.33688467973843217	0.2874555098824203	18802	18802	80914	80914	44221	44221
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary-linear]	0.3526537170012792	0.3098757048137486	20114	20114	85685	85685	44717	44717
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary-all-to-all]	0.2159332312643528	0.20517957210540771	7606	7606	27628	27628	22468	22468
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary-square]	0.2905712970532477	0.2496207769960165	15294	15294	63325	63325	38454	38454
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary-heavy-hex]	0.34769698108235997	0.26757545536383986	18804	18804	80949	80949	44203	44203
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary-linear]	0.3310567610897124	0.2966085113584995	20118	20118	85810	85810	44705	44705
abstract_hamiltonians	test_hamiltonians[ham_4-uf100-0246.cnf-70-res-all-to-all]	0.0674095573524634	0.05874701381167945	1262	1262	5499	5499	1798	1798
abstract_hamiltonians	test_hamiltonians[ham_4-uf100-0246.cnf-70-res-square]	0.07607708570475762	0.06234742188826203	5349	5349	20508	20508	5175	5175
abstract_hamiltonians	test_hamiltonians[ham_4-uf100-0246.cnf-70-res-heavy-hex]	0.10496252197772264	0.08525224464635055	8364	8364	31363	31363	6707	6707
abstract_hamiltonians	test_hamiltonians[ham_4-uf100-0246.cnf-70-res-linear]	0.1887245211750269	0.1474083403923682	22179	22179	77307	77307	14681	14681
abstract_hamiltonians	test_hamiltonians[ham_dsjc1000.1,n-36,rinst-4-all-to-all]	0.061327198191600686	0.05461126967872444	1206	1206	5283	5283	1601	1601
abstract_hamiltonians	test_hamiltonians[ham_dsjc1000.1,n-36,rinst-4-square]	0.05715768948635634	0.04854480638390496	2967	2967	12558	12558	3715	3715
abstract_hamiltonians	test_hamiltonians[ham_dsjc1000.1,n-36,rinst-4-heavy-hex]	0.06974479382236799	0.05871928700556358	3717	3717	15654	15654	4525	4525
abstract_hamiltonians	test_hamiltonians[ham_dsjc1000.1,n-36,rinst-4-linear]	0.08952794301634033	0.0714512967637607	7693	7693	30042	30042	7182	7182
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3-all-to-all]	0.04003391534090042	0.03644741871036016	260	260	1370	1370	292	292
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3-square]	0.043974513673911926	0.0405715552624315	636	636	2788	2788	568	568
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3-heavy-hex]	0.04283606191165745	0.0384911423176527	1060	1060	4379	4379	822	822
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3-linear]	0.02961216803107943	0.024674862259771765	1303	1303	5243	5243	924	924
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8-all-to-all]	0.32644806802272797	0.2936249068006873	14098	14098	56958	56958	39645	39645
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8-square]	0.3847310325751702	0.3318725028075278	23100	23100	97821	97821	57311	57311
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8-heavy-hex]	0.3996151586373647	0.3432961634049813	23807	23807	102268	102268	60626	60626
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8-linear]	0.40556467076142627	0.3567429917554061	26188	26188	112949	112949	65214	65214
abstract_hamiltonians	test_hamiltonians[ham_4-flat100-7.cnf-90-cc-all-to-all]	0.0463859982611168	0.04403187478469177	268	268	1231	1231	89	89
abstract_hamiltonians	test_hamiltonians[ham_4-flat100-7.cnf-90-cc-square]	0.03906527361660092	0.0356703983353717	711	711	2860	2860	264	264
abstract_hamiltonians	test_hamiltonians[ham_4-flat100-7.cnf-90-cc-heavy-hex]	0.03211309328194587	0.028380316442676953	1050	1050	4180	4180	426	426
abstract_hamiltonians	test_hamiltonians[ham_4-flat100-7.cnf-90-cc-linear]	0.042425274926548205	0.03684424376115203	2486	2486	8962	8962	821	821
abstract_hamiltonians	test_hamiltonians[ham_reg-4_n-90_rinst-07-all-to-all]	0.06962351091206073	0.062109400518238544	1008	1008	5150	5150	636	636
abstract_hamiltonians	test_hamiltonians[ham_reg-4_n-90_rinst-07-square]	0.09616177867759358	0.08347439688319962	2683	2683	10987	10987	1830	1830
abstract_hamiltonians	test_hamiltonians[ham_reg-4_n-90_rinst-07-heavy-hex]	0.06465798744466156	0.05455598068472586	3661	3661	14816	14816	2188	2188
abstract_hamiltonians	test_hamiltonians[ham_reg-4_n-90_rinst-07-linear]	0.10554007850587369	0.08665536219875018	9752	9752	35116	35116	4083	4083
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-90_rinst-02-all-to-all]	0.17471310030668974	0.1486548355647496	5898	5898	27758	27758	14417	14417
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-90_rinst-02-square]	0.2608264754526317	0.21669531427323818	20423	20423	80771	80771	35557	35557
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-90_rinst-02-heavy-hex]	0.3248287867754698	0.27073574997484684	29536	29536	114400	114400	45598	45598
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-90_rinst-02-linear]	0.6564978426322341	0.5065360516309738	70206	70206	257838	257838	101282	101282
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1-all-to-all]	0.057753167936907095	0.052951120526382796	546	546	2493	2493	525	525
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1-square]	0.046390789984302086	0.041334324330091474	1817	1817	7149	7149	1674	1674
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1-heavy-hex]	0.0474745880135081	0.040466160800021425	2716	2716	10497	10497	1981	1981
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1-linear]	0.07428573457790273	0.06016546071452253	6662	6662	24639	24639	3726	3726
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4-all-to-all]	0.12050650548189878	0.10965372601317035	3077	3077	14190	14190	10531	10531
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4-square]	0.12596182036213577	0.10962119160426988	5025	5025	22927	22927	14923	14923
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4-heavy-hex]	0.12972259847447276	0.11030248842305607	5851	5851	26529	26529	16126	16126
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4-linear]	0.11349702573248319	0.09624502559502919	6136	6136	27677	27677	16830	16830
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4-all-to-all]	0.19958664694180092	0.1787987413505713	5378	5378	25028	25028	17759	17759
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4-square]	0.20538909174501896	0.17648488966127238	10433	10433	45836	45836	26928	26928
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4-heavy-hex]	0.22871169187128543	0.19995800405740738	14225	14225	60563	60563	34273	34273
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4-linear]	0.26693420531228185	0.23095087967813016	20557	20557	82571	82571	44703	44703
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw-all-to-all]	0.07033138629049063	0.06440450871984164	684	684	3597	3597	1838	1838
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw-square]	0.07146325348211187	0.06529543735086918	1726	1726	7419	7419	3275	3275
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw-heavy-hex]	0.05114492839202285	0.04275120794773102	3037	3037	12466	12466	5781	5781
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw-linear]	0.044504104101139565	0.03816762242328237	2096	2096	8558	8558	4861	4861
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-st70_Ncity-10_enc-unary-all-to-all]	0.09263431111519987	0.08788510086014867	1800	1800	6826	6826	681	681
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-st70_Ncity-10_enc-unary-square]	0.07967719736580665	0.06885447675983111	4084	4084	16686	16686	2742	2742
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-st70_Ncity-10_enc-unary-heavy-hex]	0.08882295091946919	0.07500583798225437	5253	5253	21997	21997	2657	2657
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-st70_Ncity-10_enc-unary-linear]	0.14010506735316344	0.11593557024995486	11285	11285	44336	44336	5547	5547
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-pr76_Ncity-10_enc-unary-all-to-all]	0.09091022847728296	0.08691174847384293	1800	1800	6787	6787	675	675
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-pr76_Ncity-10_enc-unary-square]	0.07939588636733018	0.06768033442397912	4084	4084	16696	16696	2759	2759
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-pr76_Ncity-10_enc-unary-heavy-hex]	0.09257829053835435	0.07503429840185813	5253	5253	22007	22007	2644	2644
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-pr76_Ncity-10_enc-unary-linear]	0.14057859778404236	0.11574641408191787	11285	11285	44387	44387	5571	5571
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4-all-to-all]	0.29641407495364547	0.2633837112225592	8794	8794	39591	39591	24136	24136
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4-square]	0.3518860135227442	0.2993023884482682	17755	17755	72817	72817	40565	40565
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4-heavy-hex]	0.3713526036590338	0.3213544674217701	22358	22358	91624	91624	51151	51151
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4-linear]	0.5359388357028365	0.4283607875307401	44006	44006	169890	169890	85403	85403
abstract_hamiltonians	test_hamiltonians[ham_queen13_13,n-28,rinst-0-all-to-all]	0.07899757517644992	0.07576884372303119	600	600	2517	2517	195	195
abstract_hamiltonians	test_hamiltonians[ham_queen13_13,n-28,rinst-0-square]	0.0829511567329367	0.0780056226425446	1567	1567	6429	6429	645	645
abstract_hamiltonians	test_hamiltonians[ham_queen13_13,n-28,rinst-0-heavy-hex]	0.045707181662968964	0.040060411064097516	2130	2130	8548	8548	785	785
abstract_hamiltonians	test_hamiltonians[ham_queen13_13,n-28,rinst-0-linear]	0.07697523930775267	0.06916491209995002	3625	3625	14079	14079	894	894
abstract_hamiltonians	test_hamiltonians[ham_will199gpia,n-60,rinst-8-all-to-all]	0.14912409840949944	0.13522545853629708	2784	2784	11892	11892	3473	3473
abstract_hamiltonians	test_hamiltonians[ham_will199gpia,n-60,rinst-8-square]	0.12546245598544678	0.11041067894548177	7257	7257	30537	30537	8182	8182
abstract_hamiltonians	test_hamiltonians[ham_will199gpia,n-60,rinst-8-heavy-hex]	0.16050273552536964	0.13508940837346017	9533	9533	39347	39347	9759	9759
abstract_hamiltonians	test_hamiltonians[ham_will199gpia,n-60,rinst-8-linear]	0.22467768825590612	0.1808203107987841	21141	21141	78970	78970	16610	16610
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4-all-to-all]	0.16954067007948956	0.154276148549148	3834	3834	17880	17880	11308	11308
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4-square]	0.1420842339284718	0.12511901660925812	4761	4761	22103	22103	13120	13120
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4-heavy-hex]	0.1588242972003562	0.1352826899383217	5036	5036	23330	23330	13528	13528
